緯度,経度,名称,住所,区,種別,電話番号,定員,保育時間,対象
35.87339689,139.6449106,うらわライトハウス保育園,埼玉県さいたま市浦和区北浦和3-8-9,浦和区,認可保育所,048-834-1711,80,7:30～19:30,57日～5歳
35.85679387,139.6549275,浦和たいよう保育園,埼玉県さいたま市浦和区高砂2-1-12,浦和区,認可保育所,048-789-7201,60,7:00～20:00,43日～5歳
35.86721661,139.6444572,常盤こころ保育園,埼玉県さいたま市浦和区常盤7-12-8,浦和区,認可保育所,048-824-5982,120,7:00～20:00,43日～5歳
35.85977634,139.6565124,Gakkenほいくえん浦和,埼玉県さいたま市浦和区高砂1-16-12,浦和区,認可保育所,048-871-2780,50,7:00～20:00,57日～5歳
35.85895076,139.6620499,スターチャイルド《浦和保育園》,埼玉県さいたま市浦和区東高砂町25-7,浦和区,認可保育所,048-871-0250,60,7:00～20:00,57日～5歳
35.87142,139.64839,北浦和駅前保育園,埼玉県さいたま市浦和区元町2-1-3ライオンズプラザ浦和元町シティ3階,浦和区,認可保育所,048-813-1177,100,7:00～20:00,56日～5歳
35.86028765,139.6499725,輝萌の森浦和園,埼玉県さいたま市浦和区仲町3-2-24,浦和区,認可保育所,048-678-4191,50,7:00～20:00,6か月～5歳
35.857,139.6642,Gakkenほいくえん浦和前地,埼玉県さいたま市浦和区前地2-8-17,浦和区,認可保育所,048-764-9632,70,7:00～20:00,57日～5歳
35.88900211,139.6384165,上木崎保育所,埼玉県さいたま市浦和区上木崎2-6-7,浦和区,認可保育所,048-823-7051,90,7:00～20:00,57日～5歳
35.86964106,139.6474177,うらわポポロ保育園,埼玉県さいたま市浦和区常盤9-15-19,浦和区,認可保育所,048-711-5456,80,7:00～20:00,57日～5歳
35.87151143,139.6405619,常盤たいよう保育園,埼玉県さいたま市浦和区常盤10-19-31,浦和区,認可保育所,048-814-3177,90,7:00～20:00,57日～5歳
35.8801594,139.6421387,うぃず針ヶ谷保育園,埼玉県さいたま市浦和区針ヶ谷1-4-14,浦和区,認可保育所,048-767-4297,60,7:30～19:30,57日～5歳
35.86406,139.64226,浦和いろは保育園,埼玉県さいたま市浦和区常盤8-15-9,浦和区,認可保育所,048-826-5407,100,7:00～20:00,57日～5歳
35.88606,139.63895,リップル保育園与野,埼玉県さいたま市浦和区上木崎1-3-5-1,浦和区,認可保育所,048-755-9229,70,7:30～19:00,9か月～5歳
35.87431,139.64734,ながれ星保育園北浦和,埼玉県さいたま市浦和区北浦和1-6-7,浦和区,認可保育所,048-762-7492,60,7:30～19:00,4か月～5歳
35.85811,139.65051,ふらっとセントラル保育園,埼玉県さいたま市浦和区高砂3-8-15高砂SSビル1・2階,浦和区,認可保育所,048-755-9877,50,7:30～19:30,6か月～5歳
35.88639731,139.6644395,木崎たいよう保育園,埼玉県さいたま市浦和区木崎5-19-7,浦和区,認可保育所,048-813-0009,90,7:00～19:00,43日～5歳
35.85573334,139.6461539,小鳩保育園高砂,埼玉県さいたま市浦和区高砂4-8-23,浦和区,認可保育所,048-710-5810,90,7:00～20:00,57日～5歳
35.8886,139.65207,浦和ひなた保育園,埼玉県さいたま市浦和区上木崎7-9-1,浦和区,認可保育所,048-799-2427,120,7:30～19:30,57日～5歳
35.86012,139.66699,保育園ナチュラル浦和園,埼玉県さいたま市浦和区前地3-16-15,浦和区,認可保育所,048-767-8308,75,7:30～19:30,57日～5歳
35.87259,139.65231,元町たいよう保育園,埼玉県さいたま市浦和区元町2-21-9,浦和区,認可保育所,048-813-0300,95,7:30～19:30,57日～5歳
35.87356078,139.6539693,うぐす保育園浦和元町,埼玉県さいたま市浦和区元町2-23-15,浦和区,認可保育所,048-885-0880,60,7:30～19:30,57日～5歳
35.86516956,139.6510397,アルタキッズ浦和常盤園,埼玉県さいたま市浦和区常盤2-11-23,浦和区,認可保育所,048-767-8316,78,7:30～19:00,57日～5歳
35.856583,139.654861,第二浦和たいよう保育園,埼玉県さいたま市浦和区岸町4-26-23,浦和区,認可保育所,048-825-7211,90,7:00～20:00,43日～5歳
35.865403,139.646116,浦和バプテスト保育園,埼玉県さいたま市浦和区常盤7-2-14,浦和区,認可保育所,048-832-9693,63,7:30～19:00,1歳～5歳
35.870529,139.644814,北浦和ひなた保育園,埼玉県さいたま市浦和区常盤9-21-9-2,浦和区,認可保育所,048-833-7777,90,7:30～19:30,57日～5歳
35.866879,139.661803,浦和本太はばたき保育園,埼玉県さいたま市浦和区本太5-12-16,浦和区,認可保育所,048-885-0766,60,7:00～19:00,57日～5歳
35.862176,139.664446,うぐす保育園浦和本太,埼玉県さいたま市浦和区本太1-9-6,浦和区,認可保育所,048-883-0880,90,7:30～19:30,57日～5歳
35.860517,139.657332,ピンクライオン保育園,埼玉県さいたま市浦和区東仲町9-6-3,浦和区,認可保育所,048-887-0666,90,7:30～19:30,57日～5歳
35.85902,139.64766,ラピスインターナショナル浦和園,埼玉県さいたま市浦和区仲町3-11-2 KYJﾋﾞﾙ1階,浦和区,認可保育所,048-832-3800,46,7:15～20:15,1歳～5歳
35.85867469,139.6764265,保育園萌夢,埼玉県さいたま市南区太田窪4-17-7,南区,認可保育所,048-885-8489,30,7:00～19:00,43日～5歳
35.84081798,139.6491606,武蔵浦和Ｊキッズステーション,埼玉県さいたま市南区白幡5-11-10,南区,認可保育所,048-710-6681,60,7:00～20:00,43日～5歳
35.84558201,139.6538033,こびとの森保育園,埼玉県さいたま市南区白幡3-4-17,南区,認可保育所,048-861-7368,90,7:00～20:00,57日～5歳
35.84011263,139.6495418,武蔵浦和桑の実保育園,埼玉県さいたま市南区白幡5-11-7,南区,認可保育所,048-838-9803,45,7:00～20:00,43日～5歳
35.85173994,139.67434,南浦和たいよう保育園,埼玉県さいたま市南区南浦和2-12-17,南区,認可保育所,048-813-6036,60,7:30～20:00,43日～5歳
35.84759579,139.6440575,スターチャイルド《みなみ保育園》,埼玉県さいたま市南区別所6-15-22,南区,認可保育所,048-872-1000,90,7:00～20:00,57日～5歳
35.83767,139.65617,いちご保育園,埼玉県さいたま市南区辻4-11-12,南区,認可保育所,048-789-7351,79,7:00～19:00,6か月～5歳
35.84845133,139.6384249,ゆめの樹保育園,埼玉県さいたま市南区鹿手袋4-17-22,南区,認可保育所,048-839-8888,90,7:15～20:15,57日～5歳
35.84388939,139.6368231,彩の森保育園,埼玉県さいたま市南区鹿手袋6-22-28,南区,認可保育所,048-866-8165,90,7:00～20:00,57日～5歳
35.84752,139.64291,Gakkenほいくえん武蔵浦和,埼玉県さいたま市南区別所6-19-8,南区,認可保育所,048-872-3201,80,7:00～20:00,1歳～5歳
35.85841284,139.6961028,向こころ保育園,埼玉県さいたま市南区大谷口5436-3,南区,認可保育所,048-875-1860,90,7:00～19:00,43日～5歳
35.8466429,139.6490699,アスクむさしうらわ保育園,埼玉県さいたま市南区別所7-1-12,南区,認可保育所,048-872-8107,60,7:00～20:00,57日～5歳
35.84388507,139.6685776,アートチャイルドケア南浦和,埼玉県さいたま市南区文蔵2-15-12,南区,認可保育所,048-710-6123,60,7:30～19:30,57日～5歳
35.86366099,139.6791337,いちご南保育園,埼玉県さいたま市南区大谷口717,南区,認可保育所,048-882-1234,120,7:00～19:00,6か月～5歳
35.85074,139.66649,さいたまたいよう保育園,埼玉県さいたま市南区南浦和1-22-15,南区,認可保育所,048-887-0606,80,7:30～19:30,43日～5歳
35.8591957,139.6916836,太陽の子大谷口保育園,埼玉県さいたま市南区大谷口2319-1,南区,認可保育所,048-712-0600,100,7:30～20:00,57日～5歳
35.85577612,139.6817043,保育園第二萌夢,埼玉県さいたま市南区大谷口1484-3,南区,認可保育所,048-884-7722,66,7:00～19:00,43日～5歳
35.84822294,139.6388976,ゆめの樹第二保育園,埼玉県さいたま市南区鹿手袋4-17-30,南区,認可保育所,048-711-1414,60,7:15～20:15,1歳～5歳
35.84812837,139.6727536,ゆめの星保育園,埼玉県さいたま市南区南浦和3-5-16MDビル2階、3階,南区,認可保育所,048-711-1154,90,7:15～20:15,57日～5歳
35.84774829,139.6719995,小鳩保育園南浦和,埼玉県さいたま市南区南浦和2-42-18,南区,認可保育所,048-871-1610,80,7:00～20:00,57日～5歳
35.8378,139.63972,さい桜保育園,埼玉県さいたま市南区曲本4-8-2,南区,認可保育所,048-865-0101,100,7:00～19:30,6か月～5歳
35.84827,139.64676,チャイルドスクエアむさしうらわ,埼玉県さいたま市南区別所6-4-12,南区,認可保育所,048-872-1717,60,7:15～20:15,57日～5歳
35.84287,139.6472,あおば保育園,埼玉県さいたま市南区沼影1-11-2スカイ＆ガーデンA棟1階,南区,認可保育所,048-863-9997,50,7:00～20:00,6か月～5歳
35.84873975,139.6667026,小鳩保育園南本町,埼玉県さいたま市南区南本町2-22-2,南区,認可保育所,048-833-5810,90,7:00～20:00,57日～5歳
35.85055176,139.6409498,コスモス保育園,埼玉県さいたま市南区鹿手袋3-1-7,南区,認可保育所,048-837-7999,60,7:15～20:15,57日～5歳
35.84569174,139.6422763,武蔵浦和クマさん保育所,埼玉県さいたま市南区鹿手袋5-4-5,南区,認可保育所,048-836-0011,80,7:30～19:30,57日～5歳
35.84964329,139.6416052,ゆめの駅保育園,埼玉県さいたま市南区鹿手袋3-15-2,南区,認可保育所,048-711-2245,90,7:15～20:15,57日～5歳
35.85264109,139.6415409,中浦和まりーな保育園,埼玉県さいたま市南区別所5-10-17,南区,認可保育所,048-836-0001,80,7:00～19:00,6か月～5歳
35.83664315,139.6527642,武蔵浦和ひなた保育園,埼玉県さいたま市南区白幡6-5-8,南区,認可保育所,048-767-3114,120,7:30～19:30,57日～5歳
35.83782599,139.6431164,いちごの里保育園,埼玉県さいたま市南区曲本5-10-6,南区,認可保育所,048-711-7120,50,7:00～19:00,6か月～5歳
35.84041636,139.6401655,保育園ミルキーウェイ武蔵浦和園,埼玉県さいたま市南区沼影1-36-30,南区,認可保育所,048-839-6355,60,7:00～19:00,57日～5歳
35.85646551,139.6837876,はれぞら保育園,埼玉県さいたま市南区太田窪3170,南区,認可保育所,048-767-7132,80,7:00～19:00,6か月～5歳
35.84937993,139.6423094,いちごの花保育園,埼玉県さいたま市南区鹿手袋3-15-13,南区,認可保育所,048-767-6116,60,7:00～19:00,3か月～5歳
35.85262061,139.6724069,南浦和ひなた保育園,埼玉県さいたま市南区南浦和1-29-14,南区,認可保育所,048-762-7037,60,7:30～19:30,57日～5歳
35.86689318,139.6781396,浦和メープル保育園,埼玉県さいたま市南区大谷口764-1,南区,認可保育所,048-711-8391,90,7:00～19:00,57日～5歳
35.84876826,139.6690641,ひろがり保育園・南浦和,埼玉県さいたま市南区南浦和2-25-1 2階,南区,認可保育所,048-767-7513,50,7:30～19:30,1歳～5歳
35.84385331,139.6465467,保育園ミルキーウェイラムザ園,埼玉県さいたま市南区沼影1-10-1ラムザタワー1階,南区,認可保育所,048-865-3468,60,7:15～20:15,57日～5歳
35.84723,139.64156,武蔵浦和さくら保育園,埼玉県さいたま市南区鹿手袋4-14-14,南区,認可保育所,048-767-8641,70,7:15～19:15,6か月～5歳
35.842998,139.660431,輝萌の森南浦和根岸園,埼玉県さいたま市南区根岸4-4-17,南区,認可保育所,048-838-4191,60,7:30～19:00,6か月～5歳
35.851896,139.673578,南浦和おおぞら保育園,埼玉県さいたま市南区南浦和2-10-11,南区,認可保育所,048-885-3300,90,7:00～19:00,43日～5歳
35.849384,139.674069,彩の調保育園南浦和　宙,埼玉県さいたま市南区南浦和3-15-10,南区,認可保育所,048-767-8116,90,7:30～19:30,6か月～5歳
35.839488,139.644954,さつき保育園,埼玉県さいたま市南区沼影2-9-8,南区,認可保育所,048-838-7774,60,7:00～19:00,180日～5歳
35.843709,139.641316,武蔵浦和たいよう保育園,埼玉県さいたま市南区鹿手袋5-12-4,南区,認可保育所,048-838-0300,63,7:30～19:30,43日～5歳
35.840816,139.673077,まなびの森保育園南浦和,埼玉県さいたま市南区文蔵3-20-17,南区,認可保育所,048-799-3922,60,7:00～20:00,57日～5歳
35.847642,139.644455,いちごの森保育園,埼玉県さいたま市南区別所6-15-16,南区,認可保育所,048-837-5935,60,7:00～18:30,3か月～5歳
35.84582075,139.6540521,こびとの森幼保園,埼玉県さいたま市南区白幡3-4-23,南区,認可保育所,048-836-2588,40,7:00～19:30,1歳～5歳
35.85834056,139.676886,保育園クレヨンハウス,埼玉県さいたま市南区太田窪4-17-16,南区,認可保育所,048-881-5070,76,7:00～19:00,43日～5歳
35.83804017,139.6446448,保育園NATURAL HOUSE武蔵浦和園,埼玉県さいたま市南区曲本5-8-3-103,南区,認可保育所,048-762-8817,39,7:30～19:30,57日～5歳
35.84496,139.66776,彩の調保育園南浦和　空,埼玉県さいたま市南区南本町1-11-19,南区,認可保育所,048-816-9496,93,7:30～19:30,6か月～5歳
35.84467199,139.6457172,ラピスインターナショナル武蔵浦和園,埼玉県さいたま市南区沼影1-8-1プラウドシティ武蔵浦和ステーションアリーナ2F,南区,認可保育所,048-767-6520,69,7:15～20:15,57日～5歳
35.84087075,139.672255,南浦和文蔵はばたき保育園,埼玉県さいたま市南区文蔵3-38-6,南区,認可保育所,048-838-6200,60,7:00～19:00,57日～5歳
35.8710667,139.679323,エンゼル麗保育園,埼玉県さいたま市緑区中尾181,緑区,認可保育所,048-874-2608,96,7:00～19:00,43日～5歳
35.88572307,139.692145,こぐま保育園,埼玉県さいたま市緑区宮本2-7-18,緑区,認可保育所,048-873-0558,78,7:30～19:30,57日～5歳
35.86967,139.6998,東浦和みどり保育園,埼玉県さいたま市緑区東浦和4-30-1,緑区,認可保育所,048-874-1719,128,7:00～19:00,43日～5歳
35.88096935,139.6846955,松木保育園,埼玉県さいたま市緑区松木1-19-21,緑区,認可保育所,048-810-5237,60,7:30～19:30,56日～5歳
35.87685333,139.6912277,めだか保育園,埼玉県さいたま市緑区大間木3-10-10,緑区,認可保育所,048-795-8011,60,7:30～19:30,57日～5歳
35.88914437,139.7311989,あいう園美園浦和美園駅前保育園,埼玉県さいたま市緑区美園5-51-2,緑区,認可保育所,048-878-7733,90,7:00～19:30,2か月～5歳
35.89565092,139.7304882,みう保育園,埼玉県さいたま市緑区美園4-5-27,緑区,認可保育所,048-878-1888,60,7:00～19:00,57日～5歳
35.87998958,139.6882992,けやきの森保育園芝原園,埼玉県さいたま市緑区芝原1-12-2,緑区,認可保育所,048-810-5505,80,7:30～19:30,43日～5歳
35.8678,139.70149,東浦和たいよう保育園,埼玉県さいたま市緑区東浦和4-14-1,緑区,認可保育所,048-873-2222,80,7:30～19:30,43日～5歳
35.88969511,139.7348233,あいう園浦和美園ウィングシティ保育園,埼玉県さいたま市緑区美園5-49-13,緑区,認可保育所,048-812-6755,80,7:00～19:30,2か月～5歳
35.88469668,139.6797839,保育園ナチュラル,埼玉県さいたま市緑区三室1964-4,緑区,認可保育所,048-829-7793,110,7:30～19:30,57日～5歳
35.87124686,139.7052501,第２東浦和みどり保育園,埼玉県さいたま市緑区東浦和7-20-11,緑区,認可保育所,048-826-5358,70,7:00～19:00,43日～5歳
35.87734079,139.6720159,るい保育園,埼玉県さいたま市緑区道祖土3-13-3,緑区,認可保育所,048-767-3839,90,7:15～19:15,57日～5歳
35.86821336,139.6663643,ふらっと保育園,埼玉県さいたま市緑区原山2-3-26,緑区,認可保育所,048-789-6655,110,7:00～20:00,6か月～5歳
35.89459478,139.7263417,ブライト保育園浦和美園,埼玉県さいたま市緑区下野田509,緑区,認可保育所,048-812-0190,90,7:00～20:00,6か月～5歳
35.89833,139.72935,きらり遊愛保育園,埼玉県さいたま市緑区美園3-8-3,緑区,認可保育所,048-762-6712,60,7:15～19:15,57日～5歳
35.89372314,139.7242481,美園にじのこ保育園,埼玉県さいたま市緑区下野田450,緑区,認可保育所,048-799-3535,60,7:00～19:00,57日～5歳
35.87525948,139.689667,みらい保育園,埼玉県さいたま市緑区大間木2-25-26,緑区,認可保育所,048-873-3363,100,7:30～19:30,57日～5歳
35.89662042,139.7281707,浦和みその保育園,埼玉県さいたま市緑区美園4-16-1,緑区,認可保育所,048-767-4465,120,7:00～19:00,90日～5歳
35.88991429,139.6684366,くまの子倶楽部三室保育園本館,埼玉県さいたま市緑区三室496-1,緑区,認可保育所,048-875-6067,90,7:30～19:30,6か月～5歳
35.89971219,139.723449,きらりつばさ保育園,埼玉県さいたま市緑区美園3-29-6,緑区,認可保育所,048-711-1808,90,7:00～19:00,57日～5歳
35.89900874,139.7272991,遍照浦和美園保育園,埼玉県さいたま市緑区美園3-10-16,緑区,認可保育所,048-812-2244,60,7:00～19:00,57日～5歳
35.88671672,139.7380982,保育園大きなぞうさん,埼玉県さいたま市緑区美園6-7-18,緑区,認可保育所,048-753-9883,90,7:00～19:00,3か月～5歳
35.88047,139.73482,ステラさいたま大門保育園,埼玉県さいたま市緑区大門1223-1,緑区,認可保育所,048-762-8282,90,7:00～20:00,57日～5歳
35.86345,139.70415,つばき保育園,埼玉県さいたま市緑区東浦和1-13-5,緑区,認可保育所,048-873-8882,90,7:00～19:00,6か月～5歳
35.89113598,139.7294353,アルタキッズ美園駅前園,埼玉県さいたま市緑区下野田8,緑区,認可保育所,048-711-3152,78,7:30～19:00,57日～5歳
35.87394049,139.6915387,チャイルドルーム,埼玉県さいたま市緑区大間木2-13-5,緑区,認可保育所,048-875-4130,60,7:30～19:30,6か月～5歳
35.87366,139.6929,ブルーエレファント保育園,埼玉県さいたま市緑区大間木785,緑区,認可保育所,048-712-4777,90,7:30～19:30,57日～5歳
35.87601,139.6787,保育園大きなぞうさん浦和中尾,埼玉県さいたま市緑区中尾3725,緑区,認可保育所,048-810-6688,80,7:00～19:00,3か月～5歳
35.86804,139.70563,マロカル保育園,埼玉県さいたま市緑区東浦和5-27-4,緑区,認可保育所,048-762-6682,80,7:00～20:00,57日～5歳
35.89848,139.72633,アルタキッズ美園東園,埼玉県さいたま市緑区美園3-17-6,緑区,認可保育所,048-755-9479,78,7:30～19:00,57日～5歳
35.89115,139.73305,小鳩保育園美園,埼玉県さいたま市緑区美園5-48-1,緑区,認可保育所,048-878-0600,78,7:00～20:00,57日～5歳
35.90063,139.721887,あけみ保育園,埼玉県さいたま市緑区美園2-16-7,緑区,認可保育所,048-767-7770,90,7:30～19:00,6か月～5歳
35.86782738,139.668601,浦和あかつき保育園,埼玉県さいたま市緑区原山1-12-19,緑区,認可保育所,048-813-1160,90,7:30～19:30,57日～5歳
35.88338925,139.7419221,フラワー大門保育園,埼玉県さいたま市緑区東大門3-15-8,緑区,認可保育所,048-812-0710,60,7:00～19:00,6か月～5歳
35.88218,139.73584,さいたまひなた保育園,埼玉県さいたま市緑区大門1278,緑区,認可保育所,048-829-7261,63,7:30～19:30,57日～5歳
35.89550439,139.7253675,認可保育園みその春風,埼玉県さいたま市緑区南部領辻円城寺4079,緑区,認可保育所,048-799-2207,60,7:00～19:00,6か月～5歳
35.86835377,139.6978276,クオリスキッズ東浦和保育園,埼玉県さいたま市緑区東浦和3-31-8,緑区,認可保育所,048-767-7982,60,7:30～19:30,57日～5歳
35.94795956,139.7068242,たちばな保育園,埼玉県さいたま市岩槻区太田1-10-19,岩槻区,認可保育所,048-756-1275,60,7:00～19:00,6か月～5歳
35.95877192,139.7032098,岩槻保育園,埼玉県さいたま市岩槻区宮町2-10-3,岩槻区,認可保育所,048-756-3350,96,7:00～19:00,3か月～5歳
35.92990877,139.7304606,東武保育園,埼玉県さいたま市岩槻区飯塚624,岩槻区,認可保育所,048-798-5632,90,7:00～19:00,3か月～5歳
35.97168393,139.7102563,岩槻さくら保育園,埼玉県さいたま市岩槻区表慈恩寺725-2,岩槻区,認可保育所,048-794-6888,120,7:30～19:30,3か月～5歳
35.96509034,139.7078573,東岩槻保育園,埼玉県さいたま市岩槻区東岩槻2-4-6,岩槻区,認可保育所,048-794-7452,60,7:30～19:30,57日～5歳
35.94264476,139.7142837,東武第二保育園,埼玉県さいたま市岩槻区府内2-27-48,岩槻区,認可保育所,048-798-4450,80,7:00～19:00,3か月～5歳
35.96732819,139.6741655,かわいデイナースリー保育園,埼玉県さいたま市岩槻区平林寺487,岩槻区,認可保育所,048-757-2777,120,7:00～19:00,57日～5歳
35.89512691,139.7379081,リズム保育園,埼玉県さいたま市岩槻区釣上新田1425-3,岩槻区,認可保育所,048-798-3535,45,7:30～19:00,6か月～5歳
35.89553761,139.7384282,きらり保育園,埼玉県さいたま市岩槻区釣上新田1428,岩槻区,認可保育所,048-812-4850,60,7:00～19:00,57日～5歳
35.89600524,139.7346209,美園リズム保育園,埼玉県さいたま市岩槻区釣上新田695,岩槻区,認可保育所,048-797-2966,120,7:30～19:00,6か月～5歳
35.95149944,139.6908691,おひさま保育園岩槻,埼玉県さいたま市岩槻区西町2-5-12,岩槻区,認可保育所,048-797-8807,60,7:00～19:30,57日～5歳
35.89881471,139.7338793,きらり白妙保育園,埼玉県さいたま市岩槻区美園東1-6-11,岩槻区,認可保育所,048-872-7050,60,7:00～19:00,57日～5歳
35.89905862,139.7352438,浦和美園まりーな保育園,埼玉県さいたま市岩槻区美園東1-12-5,岩槻区,認可保育所,048-791-3255,70,7:00～19:00,6か月～5歳
35.90788,139.57466,バンビっこ保育園,埼玉県さいたま市西区西遊馬426-1,西区,小規模保育,048-788-2747,19,7:30～19:30,3か月～2歳
35.91704,139.56631,あそびのてんさい指扇保育園,埼玉県さいたま市西区指扇2637-1,西区,小規模保育,048-782-9780,19,7:30～19:30,57日～2歳
35.92026,139.58621,バンビっこ西大宮保育園,埼玉県さいたま市西区三橋6-1647-18,西区,小規模保育,048-708-2749,19,7:30～19:30,3か月～2歳
35.9215,139.58023,あそびのてんさい西大宮保育園,埼玉県さいたま市西区指扇3615エムウッドグラーツィアビル101号,西区,小規模保育,048-621-3111,19,7:30～19:30,57日～2歳
35.921487,139.580321,あそびのてんさい西大宮第２保育園,埼玉県さいたま市西区指扇3615エムウッドグラーツィアビル102号,西区,小規模保育,048-621-3112,19,7:30～19:30,57日～2歳
35.92161811,139.5834409,ぽっぽ保育園三橋,埼玉県さいたま市西区三橋6-1725-6,西区,小規模保育,048-788-5818,19,7:00～19:00,6か月～2歳
35.91876013,139.5814652,西大宮めいあい保育園,埼玉県さいたま市西区指扇1750-3,西区,小規模保育,048-788-5027,19,7:30～19:30,57日～2歳
35.93846018,139.6092378,アルタベビー宮原園Ⅰ,埼玉県さいたま市北区宮原町3-587,北区,小規模保育,048-788-5789,16,7:30～19:00,3か月～2歳
35.9211,139.60556,くれよん保育園夢,埼玉県さいたま市北区櫛引町2-441-3渋谷第2ビル,北区,小規模保育,048-783-4104,19,7:30～19:00,43日～2歳
35.93585678,139.6235736,宮原クマさん保育所,埼玉県さいたま市北区宮原町1-183サンクエクラ1階,北区,小規模保育,048-652-0288,19,7:30～19:00,57日～2歳
35.9297313,139.6084847,保育所まぁむ日進園,埼玉県さいたま市北区日進町2-605 b'CASA大宮日進re-born1階,北区,小規模保育,048-668-1101,19,7:30～19:30,57日～2歳
